SCHOOL_DSTRCT_CD,SCHOOL_DSTRCT_NM,INSTN_NUMBER,INSTN_NAME,TEST_CMPNT_TYP_CD,DSTRCT_NUM_TESTED_CNT,INSTN_NUM_TESTED_CNT,DSTRCT_AVG_SCORE_VAL,INSTN_AVG_SCORE_VAL
7830634,State Charter Schools II- Georgia Fugees Academy Charter School,634,Georgia Fugees Academy Charter School,Combined Test Score,TFS,TFS,TFS,TFS
7830634,State Charter Schools II- Georgia Fugees Academy Charter School,634,Georgia Fugees Academy Charter School,Evidence Based Reading and Writing,TFS,TFS,TFS,TFS
7830634,State Charter Schools II- Georgia Fugees Academy Charter School,634,Georgia Fugees Academy Charter School,Math Section Score,TFS,TFS,TFS,TFS
784,Pelham City,111,Pelham High School,Combined Test Score,13,13,904.6,904.6
784,Pelham City,111,Pelham High School,Evidence Based Reading and Writing,13,13,461.5,461.5
784,Pelham City,111,Pelham High School,Math Section Score,13,13,443.1,443.1
785,Rome City,193,Rome High School,Combined Test Score,101,101,1037.7,1037.7
785,Rome City,193,Rome High School,Evidence Based Reading and Writing,101,101,530,530
785,Rome City,193,Rome High School,Math Section Score,101,101,507.7,507.7
786,Social Circle City,201,Social Circle High School,Combined Test Score,53,53,1015.3,1015.3
786,Social Circle City,201,Social Circle High School,Evidence Based Reading and Writing,53,53,526.2,526.2
786,Social Circle City,201,Social Circle High School,Math Section Score,53,53,489.1,489.1
789,Thomasville City,4052,Thomasville High School,Combined Test Score,51,51,1019.6,1019.6
789,Thomasville City,4052,Thomasville High School,Evidence Based Reading and Writing,51,51,537.3,537.3
789,Thomasville City,4052,Thomasville High School,Math Section Score,51,51,482.4,482.4
791,Trion City,301,Trion High School,Combined Test Score,26,26,1072.7,1072.7
791,Trion City,301,Trion High School,Evidence Based Reading and Writing,26,26,565.4,565.4
791,Trion City,301,Trion High School,Math Section Score,26,26,507.3,507.3
792,Valdosta City,273,Valdosta High School,Combined Test Score,175,171,970,968.3
792,Valdosta City,273,Valdosta High School,Evidence Based Reading and Writing,175,171,506.3,505.3
792,Valdosta City,273,Valdosta High School,Math Section Score,175,171,463.7,463
792,Valdosta City,6001,Valdosta Early College Academy,Combined Test Score,175,TFS,970,TFS
792,Valdosta City,6001,Valdosta Early College Academy,Evidence Based Reading and Writing,175,TFS,506.3,TFS
792,Valdosta City,6001,Valdosta Early College Academy,Math Section Score,175,TFS,463.7,TFS
793,Vidalia City,273,Vidalia Comprehensive High School,Combined Test Score,59,59,1006.9,1006.9
793,Vidalia City,273,Vidalia Comprehensive High School,Evidence Based Reading and Writing,59,59,526.1,526.1
793,Vidalia City,273,Vidalia Comprehensive High School,Math Section Score,59,59,480.8,480.8
